TK_Nr;DZ_Nr;DZ_Name;Land_Nr;Land_Code;Str_Kl;Str_Nr;Str_Zus;Erf_Art;Fernziel_Ri1;Nahziel_Ri1;Hi_Ri1;Fernziel_Ri2;Nahziel_Ri2;Hi_Ri2;Anz_Fs_Q;Betriebs_km;vT_MobisSo;vT_W;vT_U;vT_S;DTV_Kfz_MobisSo_Q;DTV_Kfz_MobisSo_Ri1;DTV_Kfz_MobisSo_Ri2;DTV_Kfz_W_Q;DTV_Kfz_W_Ri1;DTV_Kfz_W_Ri2;DTV_Kfz_U_Q;DTV_Kfz_U_Ri1;DTV_Kfz_U_Ri2;DTV_Kfz_S_Q;DTV_Kfz_S_Ri1;DTV_Kfz_S_Ri2;Entw_Kfz_MobisSo_Q;Entw_Kfz_W_Q;Entw_Kfz_U_Q;Entw_Kfz_S_Q;DTV_SV_MobisSo_Q;DTV_SV_MobisSo_Ri1;DTV_SV_MobisSo_Ri2;DTV_SV_W_Q;DTV_SV_W_Ri1;DTV_SV_W_Ri2;DTV_SV_U_Q;DTV_SV_U_Ri1;DTV_SV_U_Ri2;DTV_SV_S_Q;DTV_SV_S_Ri1;DTV_SV_S_Ri2;Entw_SV_MobisSo_Q;Entw_SV_W_Q;Entw_SV_U_Q;Entw_SV_S_Q;pSV_MobisSo_Q;pSV_W_Q;pSV_U_Q;pSV_S_Q;fer;bSo;bFr;Mt;pMt;Mn;pMn;Md;pMd;Me;pMe;MSV30_Kfz_MobisSo_Q;MSV30_Kfz_W_Q;MSV30_Kfz_U_Q;MSV30_Kfz_S_Q;MSV30maxRi_Kfz_MobisSo;MSV30maxRi_Kfz_W;MSV30maxRi_Kfz_U;MSV30maxRi_Kfz_S;pMSV30maxRi_Kfz_MobisSo;pMSV30maxRi_Kfz_W;pMSV30maxRi_Kfz_U;pMSV30maxRi_Kfz_S;Ri_MSV30maxRi_Kfz_MobisSo;Ri_MSV30maxRi_Kfz_W;Ri_MSV30maxRi_Kfz_U;Ri_MSV30maxRi_Kfz_S;DL_Q;DL_Ri1;DL_Ri2;JG;WG_Ri1;WG_Ri2;TG_Mo_Ri1;TGMax1_Mo_Ri1;TGMax2_Mo_Ri1;TG_Mo_Ri2;TGMax1_Mo_Ri2;TGMax2_Mo_Ri2;TG_DiMiDo_Ri1;TGMax1_DiMiDo_Ri1;TGMax2_DiMiDo_Ri1;TG_DiMiDo_Ri2;TGMax1_DiMiDo_Ri2;TGMax2_DiMiDo_Ri2;TG_Fr_Ri1;TGMax1_Fr_Ri1;TGMax2_Fr_Ri1;TG_Fr_Ri2;TGMax1_Fr_Ri2;TGMax2_Fr_Ri2;TG_Sa_Ri1;TGMax1_Sa_Ri1;TGMax2_Sa_Ri1;TG_Sa_Ri2;TGMax1_Sa_Ri2;TGMax2_Sa_Ri2;TG_SoFei_Ri1;TGMax1_SoFei_Ri1;TGMax2_SoFei_Ri1;TG_SoFei_Ri2;TGMax1_SoFei_Ri2;TGMax2_SoFei_Ri2;pPLZ_MobisSo_Q;pLfw_MobisSo_Q;pMot_MobisSo_Q;pPmA_MobisSo_Q;pLoA_MobisSo_Q;pLzg_MobisSo_Q;pSat_MobisSo_Q;pBus_MobisSo_Q;pSon_MobisSo_Q;pPLZ_W_Q;pLfw_W_Q;pMot_W_Q;pPmA_W_Q;pLoA_W_Q;pLzg_W_Q;pSat_W_Q;pBus_W_Q;pSon_W_Q;pPLZ_U_Q;pLfw_U_Q;pMot_U_Q;pPmA_U_Q;pLoA_U_Q;pLzg_U_Q;pSat_U_Q;pBus_U_Q;pSon_U_Q;pPLZ_S_Q;pLfw_S_Q;pMot_S_Q;pPmA_S_Q;pLoA_S_Q;pLzg_S_Q;pSat_S_Q;pBus_S_Q;pSon_S_Q;Koor_UTM32_E;Koor_UTM32_N;DTV_Kfz_WU_MobisFr_Q;DTV_Kfz_WU_MobisFr_Ri1;DTV_Kfz_WU_MobisFr_Ri2;DTV_SV_WU_MobisFr_Q;DTV_SV_WU_MobisFr_Ri1;DTV_SV_WU_MobisFr_Ri2;DTV_Kfz_WU_Sa_Q;DTV_Kfz_WU_Sa_Ri1;DTV_Kfz_WU_Sa_Ri2;DTV_SV_WU_Sa_Q;DTV_SV_WU_Sa_Ri1;DTV_SV_WU_Sa_Ri2;MSV30_Kfz_MobisSo_Ri1;MSV30_Kfz_MobisSo_Ri2;MSV30_Kfz_W_Ri1;MSV30_Kfz_W_Ri2;MSV30_Kfz_U_Ri1;MSV30_Kfz_U_Ri2;MSV30_Kfz_S_Ri1;MSV30_Kfz_S_Ri2;bSV30_MobisSo_Ri1;bSV30_MobisSo_Ri2;bSV30_W_Ri1;bSV30_W_Ri2;bSV30_U_Ri1;bSV30_U_Ri2;bSV30_S_Ri1;bSV30_S_Ri2;DTV_Kfz_W_MobisFr_Q;DTV_Kfz_W_MobisFr_Ri1;DTV_Kfz_W_MobisFr_Ri2;DTV_SV_W_MobisFr_Q;DTV_SV_W_MobisFr_Ri1;DTV_SV_W_MobisFr_Ri2;pSV_W_MobisFr_Q;pSV_W_MobisFr_Ri1;pSV_W_MobisFr_Ri2;Koor_WGS84_N;Koor_WGS84_E;MSV50_Kfz_MobisSo_Ri1;MSV50_Kfz_MobisSo_Ri2;pMSV50_Kfz_MobisSo_Ri1;pMSV50_Kfz_MobisSo_Ri2;bSV50_MobisSo_Ri1;bSV50_MobisSo_Ri2;bLkwK50_MobisSo_Ri1;bLkwK50_MobisSo_Ri2;pMSV50_Kfz_W_MobisFr_Ri1;pMSV50_Kfz_W_MobisFr_Ri2;DTV_Kfz_NZB_DiMiDo_Ri1;DTV_Kfz_NZB_DiMiDo_Ri2;bSo_Ri1;bSo_Ri2;bMo_Ri1;bMo_Ri2;bFr_Ri1;bFr_Ri2;bSa_Ri1;bSa_Ri2;Q_P_D;Q_L1_D;Q_L2_D;Q_K_D;Q_P_E;Q_L1_E;Q_L2_E;Q_K_E;Q_P_N;Q_L1_N;Q_L2_N;Q_K_N;Geo_Sequ;Abschnitt_Ast;Station;Ausrichtung;Maut_SID_Ri1;Maut_SID_Ri2;Anz_Fs_Ri1;Anz_Fs_Ri2;DTA_SV_Ri1;fA_SV_Ri1;qBm_SV_Ri1;B_anno_SV_Ri1;DTA_SV_Ri2;fA_SV_Ri2;qBm_SV_Ri2;B_anno_SV_Ri2;DTV_Bus_Ri1;DTV_LoA_Ri1;DTV_Lzg_Ri1;DTV_Sat_Ri1;DTV_Bus_Ri2;DTV_LoA_Ri2;DTV_Lzg_Ri2;DTV_Sat_Ri2;Anmerkungen;
4908;5003;AK Leverkusen (N);5;NW;A;3;;8+1;Oberhausen;AS Opladen;N;Köln;AK Kreuz Leverkusen (A1);S;8;114,3;260;178;54;28;132.189;64.976;67.213;135.561;66.635;68.926;134.768;65.960;68.808;116.371;57.548;58.823;+21,9;+20,8;+18,7;+32,0;15.295;7.593;7.702;18.238;9.049;9.189;16.000;8.002;7.997;3.417;1.639;1.778;+10,6;+10,5;+9,9;+19,3;11,6;13,5;11,9;2,9;0,99;0,89;1,03;7.303;10,6;1.917;19,0;7.824;11,3;5.742;7,6;;;;;;;;;;;;;;;;;;D;D;B;D;B;D;8;17;C;;;C;;;C;;;C;;;C;;;E;16;;A;;;D;19;;C;15;;87,0;9,2;0,3;1,0;3,6;7,9;6,5;0,1;0,4;85,3;9,7;0,2;0,9;4,0;9,3;7,6;0,1;0,4;86,5;9,5;0,3;1,2;3,6;8,1;6,7;0,1;0,4;95,6;6,6;0,5;1,1;1,5;1,3;1,1;0,2;0,3;359.973;5.657.023;137.122;66.975;70.147;19.971;9.844;10.128;126.838;64.002;62.836;6.566;3.668;2.898;;;;;;;;;;;;;;;;;137.180;67.059;70.121;20.321;10.001;10.320;14,8;14,9;14,7;51,04765248;7,00231375;5.251;5.432;8,1;8,1;6,9;11,2;4,4;6,8;7,8;7,7;67.501;71.799;0,91;0,87;0,97;0,99;1,05;1,01;1,00;0,89;6.911;309;577;26;5.292;132;303;15;1.549;79;286;3;820;4907066A4908018A;1,200;Ri1_ist_VonNK;2.262;1.958;4;4;30.079;3,96;0,31;2.893.591;30.517;3,96;0,31;2.927.162;91;2.332;5.170;4.280;76;2.369;5.257;4.270;;
4908;5676;AK Leverkusen (S);5;NW;A;3;;8+1;Oberhausen;AK Kreuz Leverkusen (A1);N;Köln;AS Leverkusen-Zentrum;S;8;115,8;296;188;62;46;171.184;84.553;86.631;175.285;86.522;88.762;174.213;85.972;88.241;152.082;75.423;76.659;+13,7;+13,8;+8,0;+22,4;24.741;12.231;12.510;29.511;14.587;14.924;26.032;12.930;13.102;5.307;2.558;2.749;+8,7;+8,3;+9,0;+13,8;14,5;16,8;14,9;3,5;0,99;0,88;1,01;9.360;13,1;2.678;24,0;9.966;13,9;7.543;9,8;;;;;;;;;;;;;;;;;;D;D;B;D;B;C;;;C;;;C;;;C;;;C;;;C;;;A;;;A;;;A;;;A;;;84,2;9,4;0,3;1,0;3,9;10,4;8,4;0,1;0,3;81,9;9,8;0,2;0,9;4,4;12,3;10,0;0,1;0,3;83,5;9,6;0,3;1,2;4,0;10,8;8,7;0,1;0,3;95,1;7,3;0,4;1,2;1,6;1,7;1,4;0,2;0,3;360.438;5.655.382;177.457;87.200;90.257;32.372;15.942;16.430;163.192;82.434;80.758;10.559;5.595;4.964;;;;;;;;;;;;;;;;;177.497;87.247;90.250;32.895;16.186;16.709;18,5;18,6;18,5;51,03301976;7,00958203;6.371;6.581;7,5;7,6;4,6;13,0;2,4;8,7;7,3;7,3;88.420;90.812;0,89;0,87;0,96;1,03;1,04;0,99;0,96;0,88;8.551;428;959;28;6.785;199;542;17;2.032;124;518;4;810;4908018A4908009A;1,000;Ri1_ist_VonNK;3.405;2.263;4;4;50.064;4,09;0,32;4.910.933;50.384;4,03;0,31;4.884.439;120;3.148;8.963;7.251;110;3.545;8.855;7.175;;
4506;5665;AK OB-West (N);5;NW;A;3;;8+1;Emmerich;AS Oberhausen-Holten;N;Oberhausen;AK Kreuz Oberhausen-West (A42);S;7;478,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;348.471;5.706.819;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51,49217975;6,81724475;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;910;4406029A4506111A;2,459;Ri1_ist_VonNK;459;2.400;3;4;;;;;;;;;;;;;;;;;Datenprobleme in 2022;
4506;5667;AK OB-West (S);5;NW;A;3;;8+1;Oberhausen;AK Kreuz Oberhausen-West (A42);N;Köln;AS Oberhausen-Lirich;S;6;480,1;187;135;24;28;131.475;63.850;67.625;134.773;65.698;69.075;137.064;66.756;70.308;112.186;53.324;58.862;+16,8;+14,4;+16,2;+30,0;19.110;9.530;9.580;22.814;11.385;11.429;20.118;10.097;10.022;4.011;1.890;2.122;;;;;14,5;16,9;14,7;3,6;1,02;0,89;1,10;7.221;13,6;1.992;21,1;7.791;14,6;5.513;9,6;;;;;;;;;;;;;;;;;;D;D;D;E;D;E;16;;C;;;C;;;C;;;C;;;C;;;D;13;;A;;;C;14;;C;15;;83,5;8,1;1,2;1,0;4,1;10,3;8,6;0,1;0,9;81,1;8,3;1,1;1,0;4,5;12,3;10,2;0,1;1,0;83,2;8,2;1,2;1,2;4,1;10,5;8,7;0,1;0,9;94,5;6,7;1,4;1,2;1,9;1,5;1,3;0,1;0,7;348.155;5.705.691;137.275;66.487;70.788;25.085;12.480;12.605;125.996;63.419;62.577;7.865;4.194;3.671;;;;;;;;;;;;;;;;;136.535;66.130;70.404;25.487;12.666;12.820;18,7;19,2;18,2;51,48196416;6,81317061;5.530;5.489;8,7;8,1;13,2;14,5;9,6;9,7;8,4;7,8;64.718;71.970;0,93;0,86;1,03;0,96;1,13;1,08;1,08;0,82;6.566;348;788;89;4.909;155;373;76;1.547;89;331;25;900;4506111A4506052A;0,624;Ri1_ist_VonNK;3.318;462;3;3;38.602;4,05;0,31;3.980.783;38.635;4,03;0,31;3.982.409;75;2.634;6.821;5.623;94;2.707;6.779;5.683;;
5309;5006;Bad Honnef/Linz;5;NW;A;3;;8+1;Köln;AS Siebengebirge;N;Frankfurt a. Main;AS Bad Honnef/Linz;S;6;37,0;66;50;9;7;79.728;39.043;40.684;78.450;38.432;40.018;83.195;40.582;42.613;80.181;39.409;40.772;+10,3;+12,6;-1,5;+19,9;12.637;6.146;6.491;15.210;7.396;7.813;13.385;6.587;6.798;2.092;923;1.168;+0,0;+1,5;-4,3;-4,0;15,9;19,4;16,1;2,6;1,06;1,00;1,11;4.345;13,7;1.276;30,6;4.620;14,0;3.521;12,4;;;;;;;;;;;;;;;;;;C;C;D;D;D;C;;;C;;;C;;;C;;;C;;;E;16;;D;13;;B;12;;C;17;;A;;;82,2;11,1;0,2;1,7;1,5;14,0;11,4;0,3;0,2;78,9;11,9;0,2;1,6;1,9;17,3;14,0;0,2;0,2;81,6;11,1;0,3;2,1;1,6;14,2;11,6;0,3;0,2;95,3;8,2;0,4;1,8;0,4;1,9;1,6;0,3;0,2;379.621;5.615.022;80.061;38.989;41.072;16.449;7.940;8.509;77.579;38.874;38.705;6.538;3.580;2.958;;;;;;;;;;;;;;;;;78.952;38.499;40.453;16.738;8.062;8.676;21,2;20,9;21,4;50,67457054;7,29630032;3.646;3.805;9,3;9,4;1,1;10,0;0,5;8,5;9,5;9,4;38.632;39.698;1,00;1,00;0,91;1,00;1,12;1,11;0,99;0,91;3.960;85;562;13;3.077;45;393;7;884;30;360;1;730;5309021A5309027A;2,032;Ri1_ist_VonNK;1.621;3.514;3;3;27.712;4,51;0,34;3.073.965;29.128;4,49;0,34;3.219.434;105;571;5.470;4.454;105;661;5.725;4.649;;
4607;5002;Breitscheid;5;NW;A;3;;8+1;Oberhausen;AS Duisburg-Wedau;N;Köln;AK Kreuz Breitscheid (A52);S;6;88,5;90;69;13;8;115.417;55.525;59.892;118.329;56.993;61.336;118.918;57.158;61.760;100.171;48.002;52.169;+13,5;+13,3;+7,9;+24,1;14.938;7.191;7.747;17.910;8.619;9.291;15.519;7.541;7.978;3.102;1.417;1.685;+7,5;+7,4;+6,8;+15,6;12,9;15,1;13,1;3,1;1,00;0,87;1,05;6.376;12,0;1.675;20,2;6.900;12,9;4.804;8,2;;;;;;;;;;;;;;;;;;D;D;B;B;B;D;8;16;G;8;;C;;;B;8;;C;;;C;;;D;14;;A;;;C;15;;D;18;;85,3;8,1;0,2;1,0;3,5;9,3;7,7;0,1;0,8;83,1;8,5;0,2;0,9;4,0;11,1;9,1;0,1;0,8;85,0;8,3;0,2;1,1;3,5;9,5;7,8;0,1;0,9;95,2;6,2;0,5;1,1;1,6;1,4;1,2;0,1;0,6;348.254;5.695.277;120.452;57.562;62.891;19.744;9.445;10.299;108.898;54.478;54.420;5.529;3.040;2.489;;;;;;;;;;;;;;;;;120.119;57.433;62.686;20.123;9.609;10.514;16,8;16,7;16,8;51,38841477;6,81907187;4.718;5.095;8,5;8,5;9,3;12,9;6,3;8,7;8,2;8,1;58.420;63.602;0,87;0,88;0,97;1,00;1,06;1,04;0,99;0,86;5.995;267;620;18;4.399;108;286;10;1.335;66;273;2;880;4506110H4607056A;2,671;Ri1_ist_VonNK;2.413;4.271;3;3;29.212;4,06;0,31;3.013.381;31.498;4,07;0,31;3.254.678;41;1.968;5.182;4.265;50;2.107;5.590;4.630;;
4103;5071;Elten;5;NW;A;3;;8+1;Arnheim (NL);AS GÜG Elten;N;Emmerich;AS Elten;S;4;1,0;235;158;54;23;37.804;18.580;19.224;36.413;18.156;18.257;42.988;21.077;21.911;36.545;17.051;19.494;+31,5;+28,6;+24,5;+57,5;5.405;2.661;2.744;6.466;3.188;3.278;5.668;2.804;2.863;1.111;514;597;-3,2;-3,3;-3,1;-1,4;14,3;17,8;13,2;3,0;1,18;1,06;1,25;2.112;13,5;502;20,7;2.259;14,2;1.672;10,8;;;;;;;;;;;;;;;;;;D;C;F;E;D;C;;;E;17;;C;;;C;;;C;;;E;15;;B;12;;B;13;;B;13;;D;18;;84,0;7,9;0,4;1,7;2,4;11,7;10,1;0,2;0,0;80,8;8,2;0,4;1,5;2,8;14,8;12,8;0,2;0,0;84,7;7,7;0,5;2,1;2,2;10,8;9,3;0,2;0,0;94,9;7,2;0,7;2,1;1,0;1,8;1,5;0,2;0,0;305.896;5.752.019;37.377;18.456;18.921;7.144;3.501;3.642;41.350;20.971;20.379;2.015;1.108;907;;;;;;;;;;;;;;;;;35.722;17.730;17.991;7.265;3.560;3.705;20,3;20,1;20,6;51,88510268;6,17951768;2.081;2.218;11,2;11,5;1,6;3,8;1,0;1,9;11,7;12,3;16.336;17.126;0,99;1,13;1,03;1,02;1,38;1,13;1,22;1,06;1.926;59;262;12;1.486;35;145;5;397;15;88;1;940;4002001O4103002A;2,108;Ri1_ist_VonNK;367;2.301;2;2;11.538;4,34;0,33;1.391.815;11.903;4,34;0,33;1.438.863;36;441;2.184;1.875;39;453;2.251;1.961;;
4306;5001;Hünxe;5;NW;A;3;;8+1;Emmerich;AS Hünxe;N;Oberhausen;AS Dinslaken-Nord;S;4;54,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;344.775;5.721.689;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51,62478463;6,75747458;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;930;4306001A4406002A;2,163;Ri1_ist_VonNK;1.415;3.308;2;2;;;;;;;;;;;;;;;;;Baustelle in 2022;
4908;5004;Leverkusen;5;NW;A;3;;8+1;Oberhausen;AS Leverkusen;N;Köln;AS Köln-Mülheim;S;6;118,1;249;154;53;42;165.522;81.643;83.880;168.360;83.002;85.358;169.702;83.585;86.118;149.708;74.141;75.568;+15,0;+14,9;+10,0;+23,5;21.940;10.967;10.973;26.452;13.204;13.248;23.012;11.567;11.446;3.738;1.857;1.881;+8,6;+8,3;+9,5;+8,5;13,3;15,7;13,6;2,5;1,01;0,89;1,02;9.032;11,9;2.626;22,7;9.589;12,7;7.361;8,6;;;;;;;;;;;;;;;;;;D;D;B;D;B;C;;;C;;;C;;;C;;;C;;;C;;;A;;;A;;;A;;;D;18;;85,6;8,8;0,5;1,2;2,5;10,6;8,6;0,2;0,0;83,2;9,5;0,4;1,1;2,9;12,6;10,2;0,2;0,0;85,1;8,9;0,5;1,4;2,5;10,8;8,8;0,2;0,0;96,2;5,7;0,6;1,3;0,7;1,6;1,4;0,2;0,0;360.674;5.652.142;170.380;83.623;86.757;29.122;14.476;14.646;160.533;80.845;79.688;8.488;4.648;3.840;;;;;;;;;;;;;;;;;169.918;83.400;86.518;29.651;14.723;14.927;17,4;17,7;17,3;51,00395932;7,01419501;6.184;6.270;7,6;7,5;6,4;9,4;4,9;7,4;7,4;7,2;84.593;87.361;0,91;0,87;0,96;1,02;1,05;1,00;0,98;0,88;8.323;281;939;46;6.691;105;530;35;2.019;82;514;11;800;4908009A5008002A;2,219;Ri1_ist_VonNK;4.362;1.522;3;3;46.763;4,26;0,33;5.010.596;46.814;4,27;0,33;5.017.003;173;2.055;8.738;7.097;176;2.041;8.755;7.080;;
4406;5070;Oberhausen-Holten;5;NW;A;3;;8+1;Emmerich;AK Kreuz Oberhausen (A2/A516);N;Oberhausen;AS Oberhausen-Holten;S;6;1,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;348.418;5.710.349;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51,52388995;6,81495654;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;920;4407091A4406029A;2,055;Ri1_ist_VonNK;3.974;565;3;3;;;;;;;;;;;;;;;;;Datenprobleme in 2022;
4807;5033;Opladen II;5;NW;A;3;;8+1;Oberhausen;AK Kreuz Langenfeld (A542);N;Köln;AS Opladen;S;6;123,8;261;177;54;30;117.148;57.224;59.924;119.112;58.194;60.918;119.879;58.307;61.572;106.406;52.251;54.155;+28,2;+27,2;+25,1;+37,1;12.596;6.226;6.369;15.209;7.515;7.694;13.164;6.568;6.597;2.119;983;1.137;+10,7;+10,8;+10,5;+10,3;10,8;12,8;11,0;2,0;1,01;0,93;1,05;6.465;9,7;1.713;18,7;6.918;10,4;5.106;6,9;;;;;;;;;;;;;;;;;;D;D;D;D;B;C;;;C;;;C;;;C;;;C;;;C;;;A;;;A;;;C;15;;A;;;88,0;9,6;0,5;1,2;2,1;8,5;6,9;0,2;0,0;86,2;10,5;0,4;1,1;2,5;10,1;8,3;0,2;0,0;87,6;9,7;0,5;1,5;2,1;8,7;7,1;0,2;0,0;96,6;5,9;0,7;1,4;0,6;1,2;1,1;0,2;0,0;359.016;5.658.972;120.331;58.388;61.943;16.744;8.217;8.527;114.327;57.422;56.905;4.783;2.731;2.053;;;;;;;;;;;;;;;;;120.059;58.305;61.754;17.066;8.361;8.705;14,2;14,3;14,1;51,06493189;6,98791242;4.724;4.905;8,3;8,2;5,2;9,7;4,1;6,7;8,1;7,9;58.724;62.563;0,96;0,91;0,96;1,00;1,07;1,04;1,03;0,91;6.166;171;548;33;4.734;59;293;21;1.387;45;275;7;830;4807101A4907066A;5,444;Ri1_ist_VonNK;3.400;558;3;3;26.467;4,25;0,33;2.833.138;27.008;4,24;0,33;2.883.978;101;1.198;4.926;4.033;97;1.258;5.015;4.102;;
5109;5005;Siegburg;5;NW;A;3;;8+1;Köln;AS Lohmar;N;Frankfurt a. Main;AK Kreuz Bonn-Siegburg (A560);S;6;18,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;374.102;5.630.774;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50,81499221;7,21283872;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;760;5109010A5209066A;1,026;Ri1_ist_VonNK;672;2.598;3;3;;;;;;;;;;;;;;;;;Datenprobleme in 2022;
5102;5072;AC-Vetschau;5;NW;A;4;;8+1;Aachen;AS Aachen-Laurensberg;O;Heerlen (NL);AS GÜG Vetschau;W;4;0,5;297;202;63;32;36.262;17.380;18.881;36.004;17.185;18.819;39.324;18.898;20.426;33.407;16.217;17.190;+35,4;+31,0;+31,0;+66,2;6.661;3.291;3.370;8.035;3.967;4.068;7.088;3.476;3.612;994;531;463;+4,1;+2,8;+8,1;+10,6;18,4;22,3;18,0;3,0;1,09;0,95;1,20;2.058;17,5;417;26,5;2.222;18,7;1.564;12,6;;;;;;;;;;;;;;;;;;B;C;E;D;E;C;;;E;17;;C;;;E;17;;C;;;E;16;;D;14;;D;12;;G;18;;E;13;;80,3;8,0;0,5;1,3;2,6;15,6;13,8;0,2;0,0;76,5;8,2;0,4;1,2;3,0;19,1;17,0;0,2;0,0;80,4;8,0;0,6;1,5;2,5;15,3;13,6;0,2;0,0;95,5;7,4;1,0;1,6;1,2;1,6;1,4;0,2;0,0;290.737;5.633.381;36.560;17.515;19.045;8.892;4.395;4.497;38.165;18.091;20.075;2.497;1.177;1.320;;;;;;;;;;;;;;;;;35.691;17.055;18.636;9.027;4.468;4.560;25,3;26,2;24,5;50,81429594;6,02932951;1.883;2.217;10,8;11,7;2,3;11,7;1,0;9,6;11,0;11,9;16.454;17.693;0,96;0,93;0,99;1,01;1,15;1,25;1,02;1,08;1.793;62;354;14;1.360;35;163;6;306;17;94;0;10;5102028O5102029A;0,582;Ri1_ist_NachNK;2.901;972;2;2;14.559;4,42;0,33;1.779.750;14.834;4,4;0,33;1.808.540;34;452;2.804;2.492;41;486;2.843;2.510;;
5008;5021;AD Heumar (W);5;NW;A;4;;8+1;Olpe;AD Dreieck Heumar (A3, A59);O;Aachen;AK Kreuz Gremberg (A559);W;6;80,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;362.371;5.642.678;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50,91931084;7,04193767;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;120;5008038A5008040D;1,062;Ri1_ist_NachNK;3.664;2.748;3;3;;;;;;;;;;;;;;;;;Baustelle in 2022;
5103;5651;AK Aachen (O);5;NW;A;4;;8+1;Köln;AS Eschweiler;O;Aachen;AK Kreuz Aachen (A44);W;6;12,0;182;128;43;11;73.316;36.815;36.501;76.977;38.565;38.412;75.840;38.256;37.584;56.488;28.477;28.011;+12,3;+10,5;+9,1;+28,7;12.981;6.502;6.480;15.510;7.757;7.754;13.658;6.796;6.863;2.685;1.444;1.241;+1,0;-0,1;+4,5;+3,4;17,7;20,1;18,0;4,8;0,99;0,72;1,06;4.109;16,6;947;27,0;4.475;17,4;3.010;13,2;;;;;;;;;;;;;;;;;;D;D;C;B;B;E;17;;B;8;;E;17;;B;8;;D;8;17;C;;;A;;;B;13;;D;18;;C;13;;80,6;9,0;0,2;0,9;3,9;13,6;12,1;0,3;0,8;78,3;8,8;0,2;0,8;4,2;15,7;14,0;0,3;0,8;80,2;9,2;0,3;1,0;3,9;13,8;12,3;0,3;0,8;93,4;9,3;0,4;1,1;2,2;2,2;2,0;0,3;0,8;303.361;5.632.871;78.949;39.635;39.314;16.783;8.425;8.358;65.757;32.929;32.828;6.638;3.116;3.522;;;;;;;;;;;;;;;;;79.066;39.629;39.437;17.089;8.585;8.503;21,6;21,7;21,6;50,81414195;6,20857313;3.533;3.428;9,6;9,4;15,9;15,8;12,4;11,8;8,9;8,7;40.211;39.203;0,72;0,71;0,97;0,99;1,06;1,07;0,81;0,82;3.684;187;592;12;2.606;98;300;7;690;51;205;1;40;5103027A5103022A;2,950;Ri1_ist_NachNK;1.951;43;3;3;27.288;4,2;0,33;2.915.122;27.222;4,2;0,33;2.909.009;99;1.429;4.973;4.445;100;1.412;4.968;4.421;;
5103;5654;AK Aachen (W);5;NW;A;4;;8+1;Köln;AK Kreuz Aachen (A544);O;Aachen;AS Aachen-Zentrum;W;8;10,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;300.201;5.631.931;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50,80461596;6,16429080;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;5102082D5102082E;0,324;Ri1_ist_NachNK;3.828;1.937;4;4;;;;;;;;;;;;;;;;;Datenprobleme in 2022;
